"STUDY_ID","EVENT_ID","STAT_ID","STAT_ARRIV","DEPTH","ORDERED_DEPTH_CODE","NH4","NO2","NO3","NO3_NO2","TDN","TN","PON","PO4","TDP","PARTP","TPHOS","SIO4","POC","CHLA","PHAE"
"BWQM","WN241","F23",08-FEB-2024 08:04:11,1.76,"A",1.85,0.146,9.654,,20.1,,1.94,0.976,1.4,0.158,,12,15.7,0.677,0.369
"BWQM","WN241","F23",08-FEB-2024 08:04:11,8.11,"B",1.88,0.144,9.786,,19.3,,1.94,0.979,0.858,0.159,,12,14.6,,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,13.73,"C",1.71,0.142,9.693,,20.5,,2.12,0.952,1.155,0.1445,,11.8,18.15,0.612,0.443
"BWQM","WN241","F23",08-FEB-2024 08:04:11,21.49,"D",1.76,0.135,9.425,,19.2,,2.69,1,1.21,0.203,,11.6,23.5,,
"BWQM","WN241","F23",08-FEB-2024 08:04:11,27.23,"E",1.65,0.121,9.479,,20.1,,2.22,0.933,1.06,0.25,,11.5,19,0.667,0.565
"BWQM","WN241","N01",08-FEB-2024 08:49:54,2.01,"A",1.02,0.0999,8.6401,,16.3,,1.83,1.04,0.839,0.117,,12.3,14.2,0.807,0.368
"BWQM","WN241","N01",08-FEB-2024 08:49:54,7.87,"B",1.01,0.0981,8.7119,,16.3,,1.97,0.968,0.841,0.0984,,12.1,15,0.573,0.881
"BWQM","WN241","N01",08-FEB-2024 08:49:54,14.83,"C",0.643,0.0927,8.3573,,16,,1.665,0.936,0.836,0.08995,,11.2,11.75,0.543,0.652
"BWQM","WN241","N01",08-FEB-2024 08:49:54,22.65,"D",1.04,0.102,8.598,,16.3,,1.4,0.945,0.86,0.0901,,9.92,11,,
"BWQM","WN241","N01",08-FEB-2024 08:49:54,30.41,"E",0.976,0.106,8.094,,17.9,,1.49,0.881,0.811,0.1,,9.5,11.6,,
"BWQM","WN241","N04",08-FEB-2024 09:30:33,1.82,"A",2.68,0.128,7.802,,17,,1.81,0.957,1.04,0.0845,,8.22,13.3,0.816,1.12
"BWQM","WN241","N04",08-FEB-2024 09:30:33,12.57,"B",0.612,0.1,7.69,,14.8,,1.72,0.871,0.645,0.088,,7.76,11.4,,
"BWQM","WN241","N04",08-FEB-2024 09:30:33,24.18,"C",0.6905,0.0954,7.5896,,14.95,,1.49,0.849,0.6425,0.12115,,7.6,9.955,1.18,0.7855
"BWQM","WN241","N04",08-FEB-2024 09:30:33,35.48,"D",0.786,0.106,7.604,,20.6,,1.63,0.916,0.697,0.038,,7.33,13,,
"BWQM","WN241","N04",08-FEB-2024 09:30:33,48.3,"E",0.818,0.121,7.669,,15.6,,1.09,0.916,0.7,0.0595,,7.2,8.01,0.527,0.197
"BWQM","WN241","F22",08-FEB-2024 10:09:35,1.89,"A",0.692,0.0752,8.1348,,15.6,,1.29,0.997,0.82,0.0622,,9.69,10.3,0.507,0.182
"BWQM","WN241","F22",08-FEB-2024 10:09:35,17.76,"B",0.496,0.0633,8.6667,,15.8,,1.08,0.966,0.856,0.0568,,9.46,6.79,,
"BWQM","WN241","F22",08-FEB-2024 10:09:35,38.78,"C",0.7585,0.05275,8.20725,,14.75,,0.8105,1.015,0.9455,0.0583,,9.005,5.87,0.297,0.2975
"BWQM","WN241","F22",08-FEB-2024 10:09:35,59.55,"D",0.899,0.0519,8.6181,,15.5,,0.776,1.1,0.96,0.0596,,9.49,5.83,,
"BWQM","WN241","F22",08-FEB-2024 10:09:35,79.1,"E",0.52,0.119,8.921,,15.6,,1.03,1.09,1.02,0.0789,,11.1,8.59,0.351,0.197
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,1.5,"A",0.2606,,,3.74,,15.1,,0.485,,,0.957,1.609,,4.92,0.55
"PCCS","WN241_PCCS","F02",08-FEB-2024 10:20:00,31,"E",0.4031,,,3.793,,17.8,,0.632,,,0.965,1.067,,4.48,0.54
"BWQM","WN241","N21",08-FEB-2024 11:17:01,1.58,"A",15.3,0.22,7.86,,33.5,,2.35,1.33,1.19,0.128,,9.17,15.1,0.933,0.511
"BWQM","WN241","N21",08-FEB-2024 11:17:01,10.86,"B",13.5,0.202,7.868,,30.4,,2.14,1.31,1.16,0.121,,9.14,14.6,1.05,0.416
"BWQM","WN241","N21",08-FEB-2024 11:17:01,18.62,"C",8.65,0.172,8.078,,23.2,,2,1.14,0.872,0.1109,,8.73,13.3,0.9985,0.6355
"BWQM","WN241","N21",08-FEB-2024 11:17:01,26.68,"D",1.88,0.121,8.019,,18.7,,1.35,0.977,0.841,0.0786,,8.13,9.17,,
"BWQM","WN241","N21",08-FEB-2024 11:17:01,33.71,"E",1.42,0.112,7.918,,18.2,,1.33,0.923,0.813,0.0796,,7.92,9.91,,
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,1.5,"A",1.0903,,,8.479,,19.7,,0.8,,,1.08,8.444,,1.55,0.48
"PCCS","WN241_PCCS","F01",08-FEB-2024 11:40:00,24,"E",1.8855,,,7.97,,19.1,,0.899,,,1.22,6.779,,1.17,0.39
"BWQM","WN241","N18",08-FEB-2024 11:45:45,1.58,"A",7.47,0.164,8.156,,23.4,,2.11,1.1,0.876,0.121,,9.73,14.5,1.08,0.58
"BWQM","WN241","N18",08-FEB-2024 11:45:45,6.04,"B",7.09,0.163,8.127,,25.6,,1.81,1.09,0.894,0.0916,,9.76,12.5,,
"BWQM","WN241","N18",08-FEB-2024 11:45:45,11.29,"C",4.81,0.142,8.073,,23.15,,1.51,1.035,0.915,0.0806,,9.3,10.26,0.5785,0.524
"BWQM","WN241","N18",08-FEB-2024 11:45:45,16.54,"D",5.33,0.149,8.151,,21.1,,1.51,1.02,0.871,0.0778,,9,10.4,,
"BWQM","WN241","N18",08-FEB-2024 11:45:45,22.53,"E",5.21,0.146,8.194,,21.5,,1.37,0.99,1.03,0.0928,,9.01,9.97,0.757,0.326
"BWQM","WN241","N07",08-FEB-2024 12:38:41,1.52,"A",1.36,0.109,7.631,,17.3,,1.63,0.953,0.663,0.0857,,7.93,11.9,1.02,0.424
"BWQM","WN241","N07",08-FEB-2024 12:38:41,12.21,"B",0.772,0.094,7.476,,16.3,,1.67,0.852,0.693,0.109,,7.46,10.8,0.851,0.641
"BWQM","WN241","N07",08-FEB-2024 12:38:41,23.2,"C",0.64,0.0955,7.4845,,16.7,,1.85,0.901,0.708,0.1015,,7.4,11.9,0.9775,0.611
"BWQM","WN241","N07",08-FEB-2024 12:38:41,35.35,"D",0.507,0.0935,7.4865,,16.5,,1.49,0.85,0.72,0.0679,,7.33,9.86,,
"BWQM","WN241","N07",08-FEB-2024 12:38:41,47.08,"E",0.696,0.0956,7.5944,,15.9,,1.12,0.885,0.729,0.0467,,7.26,7.72,,
"BWQM","WN241","F15",08-FEB-2024 13:09:47,1.64,"A",3.3,0.129,8.051,,18.5,,1.52,1,0.829,0.0768,,9.76,11.6,0.569,0.857
"BWQM","WN241","F15",08-FEB-2024 13:09:47,10.07,"B",3.01,0.124,7.886,,,,1.99,1.08,0.751,0.0956,,8.33,13.1,0.575,0.856
"BWQM","WN241","F15",08-FEB-2024 13:09:47,18.92,"C",0.947,0.0955,7.6345,,14.8,,1.465,0.894,0.748,0.1015,,7.64,10.09,0.667,1.1055
"BWQM","WN241","F15",08-FEB-2024 13:09:47,27.54,"D",1.01,0.0896,7.7204,,14.8,,1.48,0.876,0.76,0.0659,,7.23,9.75,,
"BWQM","WN241","F15",08-FEB-2024 13:09:47,35.9,"E",1.03,0.0906,7.5494,,14.7,,1.2,0.969,0.832,0.0553,,7.2,8.49,,
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,1.5,"A",0.3095,,,6.265,,18.5,,0.758,,,0.986,3.41,,1.38,0.31
"PCCS","WN241_PCCS","F29",08-FEB-2024 13:36:00,60.5,"E",0.5135,,,6.965,,22.5,,0.85,,,1.61,3.896,,1.36,1.12
"BWQM","WN241","F10",08-FEB-2024 13:51:59,1.82,"A",1.71,0.11,8.47,,,,1.71,0.936,0.677,0.0854,,9.83,13.4,0.825,0.246
"BWQM","WN241","F10",08-FEB-2024 13:51:59,8.3,"B",1.17,0.101,7.729,,15.5,,1.55,0.953,0.707,0.102,,8.4,11.6,0.738,0.768
"BWQM","WN241","F10",08-FEB-2024 13:51:59,15.63,"C",0.816,0.0938,7.4062,,19.8,,1.345,0.877,0.733,0.0827,,7.49,9.31,0.9365,0.623
"BWQM","WN241","F10",08-FEB-2024 13:51:59,22.83,"D",1.12,0.0905,7.6895,,14.9,,1.24,0.856,0.75,0.0733,,7.64,8.45,,
"BWQM","WN241","F10",08-FEB-2024 13:51:59,30.04,"E",0.92,0.0915,8.4485,,14.8,,0.963,0.93,0.753,0.0642,,7.85,6.8,,
"BWQM","WN241","F06",08-FEB-2024 14:29:05,1.82,"A",2.11,0.126,8.374,,17,,1.85,0.948,0.844,0.0955,,9.31,12.6,0.872,0.319
"BWQM","WN241","F06",08-FEB-2024 14:29:05,8.05,"B",2,0.123,8.307,,17.1,,1.15,0.929,0.832,0.0768,,8.89,8.54,0.664,0.288
"BWQM","WN241","F06",08-FEB-2024 14:29:05,15.63,"C",1.23,0.112,8.018,,16.1,,1.265,0.998,0.783,0.0713,,8.56,9.095,1.052,0.3545
"BWQM","WN241","F06",08-FEB-2024 14:29:05,22.47,"D",1.43,0.105,7.895,,16.7,,1.15,0.94,0.723,0.035,,8.04,8.3,,
"BWQM","WN241","F06",08-FEB-2024 14:29:05,29.31,"E",1.66,0.0947,7.6953,,,,0.963,0.987,0.671,0.0595,,7.15,7.36,,
"BWQM","WN241","F13",08-FEB-2024 15:19:03,1.95,"A",1.19,0.111,8.449,,17.2,,1.83,0.932,0.748,0.0973,,11.1,14.1,1.16,0.345
"BWQM","WN241","F13",08-FEB-2024 15:19:03,6.47,"B",1.33,0.111,8.399,,16.8,,1.45,0.925,0.78,0.109,,10.9,14.5,0.53,0.331
"BWQM","WN241","F13",08-FEB-2024 15:19:03,12.27,"C",1.66,0.132,8.468,,,,1.5,0.904,0.705,0.1055,,10.9,11.4,0.4765,0.462
"BWQM","WN241","F13",08-FEB-2024 15:19:03,17.21,"D",2.38,0.115,8.455,,17.3,,1.66,0.916,0.829,0.148,,10.6,13.6,,
"BWQM","WN241","F13",08-FEB-2024 15:19:03,21.98,"E",1.8,0.119,8.381,,17,,1.59,0.949,0.796,0.172,,10.6,13.2,,
"BWQM","WN242","F23",20-MAR-2024 06:55:01,1.51,"A",0.926,0.198,4.662,,14.1,,4.07,0.635,0.326,0.156,,2.91,22.8,1.63,0.46
"BWQM","WN242","F23",20-MAR-2024 06:55:01,5.41,"B",0.977,0.201,4.679,,12.9,,3.91,0.671,0.311,0.262,,2.81,22.4,,
"BWQM","WN242","F23",20-MAR-2024 06:55:01,9.2,"C",1.045,0.2035,4.7865,,13.45,,3.985,0.5825,0.51,0.2955,,2.755,22.1,1.945,0.631
"BWQM","WN242","F23",20-MAR-2024 06:55:01,15.13,"D",1.05,0.195,4.575,,12.9,,3.84,0.623,0.309,0.244,,2.7,21.4,,
"BWQM","WN242","F23",20-MAR-2024 06:55:01,20.32,"E",1.17,0.196,4.604,,12.4,,3.58,0.653,0.371,0.225,,2.76,23.5,1.4,0.572
"PCCS","WN242_PCCS","F29",20-MAR-2024 06:56:00,1.5,"A",0.4937,,,6.436,,15.8,,0.732,,,0.894,3.945,,1.43,0.44
"PCCS","WN242_PCCS","F29",20-MAR-2024 06:56:00,63,"E",1.981,,,6.255,,16.2,,0.763,,,0.886,4.1,,1.19,0.57
"BWQM","WN242","N01",20-MAR-2024 07:36:38,1.45,"A",3.02,0.241,4.389,,17.1,,5.26,0.566,0.284,0.263,,2.09,26.6,2.24,1.45
"BWQM","WN242","N01",20-MAR-2024 07:36:38,8.96,"B",2.61,0.223,4.127,,14,,,0.666,0.244,0.3035,,2.01,24.1,1.646,1.157
"BWQM","WN242","N01",20-MAR-2024 07:36:38,16.16,"C",2.17,0.225,6.235,,15,,2.46,0.836,0.476,0.135,,4.33,12.1,2.09,0.802
"BWQM","WN242","N01",20-MAR-2024 07:36:38,23.49,"D",1.46,0.195,7.005,,15.2,,,1.01,0.571,0.0886,,6.04,9.38,,
"BWQM","WN242","N01",20-MAR-2024 07:36:38,30.52,"E",1.26,0.169,7.411,,15.4,,,1,0.626,0.0926,,8.08,8.52,,
"BWQM","WN242","N04",20-MAR-2024 08:20:18,1.75,"A",1.27,0.156,3.034,,11.1,,,0.462,0.207,0.233,,1.56,24.8,2.52,0.866
"BWQM","WN242","N04",20-MAR-2024 08:20:18,10.73,"B",1.28,0.1665,2.9685,,10.95,,,0.5565,0.204,0.2665,,1.52,27.7,1.615,2.15
"BWQM","WN242","N04",20-MAR-2024 08:20:18,24.9,"C",1.11,0.17,3.08,,10.6,,,0.532,0.264,0.23,,1.72,20.6,,
"BWQM","WN242","N04",20-MAR-2024 08:20:18,37.17,"D",0.857,0.225,9.335,,14.5,,,0.883,0.567,0.109,,4.85,11.8,,
"BWQM","WN242","N04",20-MAR-2024 08:20:18,49.21,"E",0.968,0.148,6.742,,13.2,,,0.969,0.882,0.0945,,7.31,9.14,0.437,0.64
"PCCS","WN242_PCCS","F02",20-MAR-2024 08:24:00,1.5,"A",0.1853,,,0.109,,12.2,,0.194,,,0.586,0.185,,6,0.47
"PCCS","WN242_PCCS","F02",20-MAR-2024 08:24:00,31,"E",1.0888,,,1.177,,14.9,,0.407,,,0.797,1.311,,8.05,0.57
"BWQM","WN242","F22",20-MAR-2024 09:04:51,1.81,"A",0.869,0.139,3.871,,10.6,,2.36,0.652,0.328,0.23,,3.74,13.5,1.86,0.787
"BWQM","WN242","F22",20-MAR-2024 09:04:51,18.3,"B",1.135,0.1665,4.7535,,12.1,,3.11,0.7305,0.417,0.1515,,3.2,19.2,3.21,1.285
"BWQM","WN242","F22",20-MAR-2024 09:04:51,38.34,"C",1.01,0.151,6.489,,13.2,,1.26,0.828,0.54,0.0932,,5.29,8.13,,
"BWQM","WN242","F22",20-MAR-2024 09:04:51,58.62,"D",0.983,0.142,6.228,,12.7,,1.19,0.849,0.549,0.118,,6,8.33,,
"BWQM","WN242","F22",20-MAR-2024 09:04:51,77.43,"E",0.985,0.153,7.007,,14.3,,1.38,0.98,0.574,0.132,,7.74,10.9,0.826,0.72
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,1.5,"A",0.3092,,,4.79,,18.4,,0.597,,,0.886,3.069,,2.14,0.57
"PCCS","WN242_PCCS","F01",20-MAR-2024 09:35:00,25,"E",1.3719,,,5.024,,15.5,,0.681,,,0.853,3.8,,0.88,0.56
"BWQM","WN242","N21",20-MAR-2024 10:05:21,1.63,"A",11.4,0.292,5.278,,23.1,,1.8,1.02,0.91,0.149,,4.14,15.1,0.347,0.396
"BWQM","WN242","N21",20-MAR-2024 10:05:21,9.87,"B",8.73,0.264,5.096,,19.9,,1.85,0.894,0.777,0.124,,3.77,14.4,0.364,0.433
"BWQM","WN242","N21",20-MAR-2024 10:05:21,18.55,"C",6.52,0.248,5.022,,18.2,,1.65,0.718,0.733,0.132,,3.6,14.7,0.8975,0.5685
"BWQM","WN242","N21",20-MAR-2024 10:05:21,25.69,"D",2.75,0.207,5.163,,14.9,,1.24,0.706,0.74,0.115,,3.39,11.4,,
"BWQM","WN242","N21",20-MAR-2024 10:05:21,33.2,"E",1.39,0.195,6.185,,14.1,,1.05,0.719,0.795,0.0957,,5,12.1,,
"BWQM","WN242","N18",20-MAR-2024 10:34:11,1.45,"A",1.32,0.176,4.344,,11.9,,,0.745,0.626,0.0981,,2.46,15.6,0.597,0.321
"BWQM","WN242","N18",20-MAR-2024 10:34:11,7.55,"B",1.25,0.17,4.19,,12,,,0.724,0.566,0.114,,2.41,12.8,,
"BWQM","WN242","N18",20-MAR-2024 10:34:11,12.74,"C",1.325,0.1735,4.3165,,13.5,,,0.6805,0.7305,0.165,,2.54,13.85,0.58,0.615
"BWQM","WN242","N18",20-MAR-2024 10:34:11,17.63,"D",1.58,0.174,4.466,,11.8,,1.82,0.712,0.552,0.123,,2.59,13.5,,
"BWQM","WN242","N18",20-MAR-2024 10:34:11,22.15,"E",1.07,0.17,4.47,,11.9,,1.47,0.718,0.617,0.119,,2.63,11.5,0.55,0.786
"BWQM","WN242","N07",20-MAR-2024 11:09:19,1.63,"A",5.17,0.132,2.638,,10.1,,,0.536,0.511,0.143,,1.66,15.1,0.395,0.239
"BWQM","WN242","N07",20-MAR-2024 11:09:19,13.05,"B",1.21,0.131,2.519,,9.8,,,0.607,0.49,0.149,,1.54,21.7,0.883,0.804
"BWQM","WN242","N07",20-MAR-2024 11:09:19,26.3,"C",1.28,0.205,6.505,,13.4,,,0.932,0.812,0.107,,4.64,10.45,0.5325,0.523
"BWQM","WN242","N07",20-MAR-2024 11:09:19,38.46,"D",1.81,0.161,6.139,,12.3,,,0.856,0.778,0.109,,5.52,10,,
"BWQM","WN242","N07",20-MAR-2024 11:09:19,49.03,"E",1.2,0.16,7.33,,14.2,,,1.01,0.872,0.115,,9.01,10.3,,
"BWQM","WN242","F15",20-MAR-2024 11:52:54,1.99,"A",1.74,0.19,4.48,,12.1,,3.32,0.661,0.313,0.194,,2.24,18.2,1.56,0.784
"BWQM","WN242","F15",20-MAR-2024 11:52:54,7.19,"B",1.21,0.185,4.445,,12.2,,3.79,0.647,0.372,0.136,,2.24,20.6,1.54,0.809
"BWQM","WN242","F15",20-MAR-2024 11:52:54,17.69,"C",1.32,0.205,5.365,,13,,2.76,0.722,0.453,0.1189,,2.7,15.8,1.31,0.8765
"BWQM","WN242","F15",20-MAR-2024 11:52:54,27.28,"D",1.23,0.182,7.878,,14.9,,1.4,0.973,0.638,0.112,,7.3,9.5,,
"BWQM","WN242","F15",20-MAR-2024 11:52:54,35.59,"E",0.99,0.169,7.941,,15.1,,1.47,1.01,0.671,0.121,,8.65,10.4,,
"BWQM","WN242","F10",20-MAR-2024 12:38:32,1.81,"A",1.2,0.207,4.183,,12.5,,4.12,0.599,0.34,0.221,,1.93,24.7,2.55,1.04
"BWQM","WN242","F10",20-MAR-2024 12:38:32,8.35,"B",1.18,0.203,4.447,,17,,3.84,0.601,0.383,0.205,,2.02,23.1,2.6,1.02
"BWQM","WN242","F10",20-MAR-2024 12:38:32,15.8,"C",1.55,0.209,5.641,,14,,2.735,0.819,0.382,0.1675,,2.72,15.45,2.095,1.165
"BWQM","WN242","F10",20-MAR-2024 12:38:32,20.93,"D",1.47,0.205,6.055,,13.9,,1.57,0.791,0.521,0.113,,3.67,9.55,,
"BWQM","WN242","F10",20-MAR-2024 12:38:32,28.44,"E",1.45,0.183,7.507,,15.6,,1.08,0.955,0.754,0.0956,,6.72,7.45,,
"BWQM","WN242","F06",20-MAR-2024 13:25:40,1.75,"A",0.902,0.204,3.376,,10.4,,5.19,0.5,0.261,0.294,,1.29,32.6,4.25,1.32
"BWQM","WN242","F06",20-MAR-2024 13:25:40,9.81,"B",0.908,0.201,3.569,,10.6,,4.65,0.532,0.265,0.265,,1.39,28.3,4.22,1.33
"BWQM","WN242","F06",20-MAR-2024 13:25:40,19.4,"C",1.4,0.196,4.584,,11.5,,2.88,0.641,0.361,0.185,,2.14,17.5,2.155,1.0645
"BWQM","WN242","F06",20-MAR-2024 13:25:40,26.67,"D",1.61,0.192,5.528,,13.4,,1.52,0.801,0.449,0.113,,3.29,10.1,,
"BWQM","WN242","F06",20-MAR-2024 13:25:40,34.49,"E",1.51,0.179,6.841,,14.8,,0.374,0.913,0.687,0.082,,5.62,3.95,,
"BWQM","WN242","F13",20-MAR-2024 14:25:18,1.26,"A",1.06,0.186,2.684,,10.7,,5.24,0.489,0.255,0.264,,1.47,33.5,4.45,1.24
"BWQM","WN242","F13",20-MAR-2024 14:25:18,5.96,"B",0.951,0.188,2.902,,10.6,,4.14,0.516,0.196,0.266,,1.49,26.7,4.34,1.01
"BWQM","WN242","F13",20-MAR-2024 14:25:18,11.4,"C",1.55,0.212,4.028,,11.4,,4.83,0.589,0.263,0.3635,,1.74,28.4,4.46,1.46
